"Key,""Item Type"",""Publication Year"",""Author"",""Title"",""Publication Title"",""ISBN"",""ISSN"",""DOI"",""Url"",""Abstract Note"",""Date"",""Date Added"",""Date Modified"",""Access Date"",""Pages"",""Num Pages"",""Issue"",""Volume"",""Number Of Volumes"",""Journal Abbreviation"",""Short Title"",""Series"",""Series Number"",""Series Text"",""Series Title"",""Publisher"",""Place"",""Language"",""Rights"",""Type"",""Archive"",""Archive Location"",""Library Catalog"",""Call Number"",""Extra"",""Notes"",""File Attachments"",""Link Attachments"",""Manual Tags"",""Automatic Tags"",""Editor"",""Series Editor"",""Translator"",""Contributor"",""Attorney Agent"",""Book Author"",""Cast Member"",""Commenter"",""Composer"",""Cosponsor"",""Counsel"",""Interviewer"",""Producer"",""Recipient"",""Reviewed Author"",""Scriptwriter"",""Words By"",""Guest"",""Number"",""Edition"",""Running Time"",""Scale"",""Medium"",""Artwork Size"",""Filing Date"",""Application Number"",""Assignee"",""Issuing Authority"",""Country"",""Meeting Name"",""Conference Name"",""Court"",""References"",""Reporter"",""Legal Status"",""Priority Numbers"",""Programming Language"",""Version"",""System"",""Code"",""Code Number"",""Section"",""Session"",""Committee"",""History"",""Legislative Body"""
"4FG7B584,""newspaperArticle"",""2015"",""Nasi, Margherita"",""Numérique, destruction d’emplois et avenir du travail"",""Le Monde.fr"","""",""1950-6244"","""",""http://www.lemonde.fr/emploi/article/2015/08/18/numerique-destruction-d-emplois-et-avenir-du-travail_4729225_1698637.html"",""D’ici à 2025, un tiers des emplois pourraient être occupés par des machines, des robots ou des logiciels dotés d’intelligence artificielle et capables d’apprendre par eux-mêmes. Le philosophe Bernard Stiegler analyse comment tirer le meilleur parti de cette immense transformation."",""2015-08-18"",""2017-05-30 17:22:21"",""2017-05-30 17:22:21"",""2017-05-30 17:22:21"","""","""","""","""","""","""","""","""","""","""","""","""","""",""fr"","""","""","""","""",""Le Monde"","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/SEFWXEEQ/numerique-destruction-d-emplois-et-avenir-du-travail_4729225_1698637.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"UDEJZK56,""newspaperArticle"",""2017"",""l'industrie), Vincent Charlet (La Fabrique de"",""La robotisation ne tue pas le travail, elle le transforme"",""Le Monde.fr"","""",""1950-6244"","""",""http://www.lemonde.fr/economie/article/2017/01/17/la-robotisation-ne-tue-pas-le-travail-elle-le-transforme_5064220_3234.html"",""Pour Vincent Charlet (La Fabrique de l’industrie), l’automatisation des tâches rend l’économie plus apte à créer des emplois mais demande des profils qualifiés. Cela nécessite un important appareil de formation."",""2017-01-17"",""2017-05-30 17:43:54"",""2017-05-30 17:43:54"",""2017-05-30 17:43:54"","""","""","""","""","""","""","""","""","""","""","""","""","""",""fr"","""","""","""","""",""Le Monde"","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/DBECGW7F/la-robotisation-ne-tue-pas-le-travail-elle-le-transforme_5064220_3234.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"A4KJ4CGU,""webpage"",""2016"","""",""Un travail d’avenir"",""L'Humanité"","""","""","""",""http://www.humanite.fr/un-travail-davenir-627886"",""Fanny Chartier, Alexandre Fleuret Membres du comité de rédaction de laRevue du projet AymericSeassau Responsable du secteur travail du conseil national du PCF (1)"",""2016-12-07"",""2017-05-30 18:04:23"",""2017-05-30 18:04:23"",""2017-05-30 18:04:23"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/9342XMQH/un-travail-davenir-627886.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"7EJ9SANI,""webpage"",""2017"","""",""Industrie. Et si le robot devenait votre collaborateur..."",""L'Humanité"","""","""","""",""http://www.humanite.fr/industrie-et-si-le-robot-devenait-votre-collaborateur-636251"",""L’automatisation va continuer à changer le monde du travail. La robotique collaborative, ou cobotique, veut apporter une réponse à ces chamboulements inévitables et éviter de sacrifier trop d’emplois, même peu qualifiés."",""2017-05-18"",""2017-05-30 18:41:40"",""2017-05-30 18:41:40"",""2017-05-30 18:41:40"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/XK6NER2M/industrie-et-si-le-robot-devenait-votre-collaborateur-636251.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"WHU897I8,""webpage"",""2015"","""",""Automatisation: Yahoo! Québec licencie ses journalistes"",""L'Humanité"","""","""","""",""http://www.humanite.fr/automatisation-yahoo-quebec-licencie-ses-journalistes-565619"",""Evidemment, c’est par un simple email que la douzaine de journalistes de Yahoo! Québec a appris la nouvelle."",""2015-02-13"",""2017-05-30 18:46:48"",""2017-05-30 18:46:48"",""2017-05-30 18:46:48"","""","""","""","""","""","""",""Automatisation"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/EKTZ5V5U/automatisation-yahoo-quebec-licencie-ses-journalistes-565619.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"GR2X7K6P,""webpage"",""2017"","""",""Non, le travail n’est pas en train de disparaître"",""lesechos.fr"","""","""","""",""https://www.lesechos.fr/30/01/2017/lesechos.fr/0211748385003_non--le-travail-n-est-pas-en-train-de-disparaitre.htm"",""LE CERCLE/POINT DE VUE - Plusieurs études estiment que des millions d’emplois sont menacés par les robots et automates. Seulement, sur les deux de..."",""2017-01-30"",""2017-05-30 19:40:27"",""2017-05-30 19:40:27"",""2017-05-30 19:40:27"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/WSJ2DE5C/0211748385003_non--le-travail-n-est-pas-en-train-de-disparaitre.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"T9FWE72S,""webpage"","""",""Dortier, Jean-François"",""L'avenir du travail n'est pas celui qu'on croit"",""Sciences Humaines"","""","""","""",""https://www.scienceshumaines.com/l-avenir-du-travail-n-est-pas-celui-qu-on-croit_fr_36932.html"",""Ubérisation, précarisation, robotisation : selon certains, ces évolutions annonceraient la « fin du salariat ». Et si tout cela n’était qu’illusion ? Si d’autres évolutions, moins bruyantes mais tout"","""",""2017-05-30 20:08:22"",""2017-05-30 20:08:22"",""2017-05-30 20:08:22"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/U4NZG5CC/l-avenir-du-travail-n-est-pas-celui-qu-on-croit_fr_36932.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"I2G2T572,""webpage"","""","""",""Manufacturing: The factory of the future | The Economist"","""","""","""","""",""http://www.economist.com/blogs/schumpeter/2013/10/manufacturing"","""","""",""2017-05-30 20:08:51"",""2017-05-30 20:08:51"",""2017-05-30 20:08:51"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/59B3NQH6/manufacturing.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"28DFMHMG,""webpage"","""","""",""Devez-vous avoir peur de l’automatisation ? | Contrepoints"","""","""","""","""",""https://www.contrepoints.org/2016/02/15/238949-lautomatisation-cree-la-croissance-et-lemploi"","""","""",""2017-05-30 20:10:33"",""2017-05-30 20:10:33"",""2017-05-30 20:10:33"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/5U9MIIXQ/238949-lautomatisation-cree-la-croissance-et-lemploi.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"3GB9388D,""newspaperArticle"",""2017"",""Chemin, Anne"",""Le revenu universel entraînera-t-il la fin du travail ?"",""Le Monde.fr"","""",""1950-6244"","""",""http://www.lemonde.fr/idees/article/2017/01/26/le-revenu-universel-entrainera-t-il-la-fin-du-travail_5069674_3232.html"",""Pour les partisans de cette allocation identique versée à tous, l’emploi ne doit plus être placé au cœur de la vie sociale. Un principe qui inquiète tous ceux pour qui le travail est une forme de citoyenneté."",""2017-01-26"",""2017-05-30 20:11:41"",""2017-05-30 20:11:41"",""2017-05-30 20:11:41"","""","""","""","""","""","""","""","""","""","""","""","""","""",""fr"","""","""","""","""",""Le Monde"","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/U3K2GA3F/le-revenu-universel-entrainera-t-il-la-fin-du-travail_5069674_3232.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"BGISSDQB,""webpage"",""2017"",""Capital"",""Doit-on distribuer un revenu universel en France ?"",""Capital.fr"","""","""","""",""http://www.capital.fr/polemik/doit-on-distribuer-un-revenu-universel-en-france-1224405"",""Qu’il soit appelé “revenu universel”, “revenu de base”, “allocation universelle”, “revenu inconditionnel” ou “salaire à vie”, le principe est le même : il doit assurer à chacun un minimum suffisant pour"",""2017-04-28"",""2017-05-30 20:13:33"",""2017-05-30 20:13:33"",""2017-05-30 20:13:33"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""/Users/alexandre/Library/Application Support/Zotero/Profiles/kfupfadd.default/zotero/storage/GCKD4REJ/doit-on-distribuer-un-revenu-universel-en-france-1224405.html"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
